,location,google_results
3815,"Vienna, Austria - Posters",53500000
3816,"London, UK (Part of ETAPS 2015)",192000
3817,"Colmar, Alsace, France",15600000
3818,"Gommern, Germany",779000
3819,"San Francisco, CA, USA - Companion",41800000
3820,"Qingdao, China - Workshops",3520000
3821,"Parramatta, Australia",20800000
3822,"Waikoloa, HI, USA - Workshops",71400
3823,"Toronto, ON, Canada / New Delhi, India",54200000
3824,"Guildford, United Kingdom",45800000
3825,"Florence, Italy - PhD Forum",15800000
3826,"Sackville, NB, Canada",1670000
3827,"Bethlehem, PA, USA - Ontology Matching",308000
3828,"Bethlehem, Pennsylvania, USA",30200000
3829,"Singapore, Republic of Singapore",1120000000
3830,"Puerto Varas, Chile",12200000
3831,"Monterey, CA, USA - History Day",26700000
3832,"Yasmine Hammamet, Tunesia",2140000
3833,"San Jose, CA, USA - Workshops",354000000
3834,"St. Louis, Missouri, MO, USA",56300000
3835,"Los Angeles, CA, USA - Studio",347000000
3836,"Los Angeles, CA, USA - Posters Proceedings",3860000
3837,"Los Angeles, CA, USA - Panels",135000000
3838,"Los Angeles, CA, USA - Emerging Technologies",32500000
3839,"Kobe, Japan - Visualization in High Performance Computing",655000
3840,"Kobe, Japan - R&D in the Video Game Industry",110000
3841,"Kobe, Japan - Posters",12300000
3842,"Daytona Beach, FL, USA",35900000
3843,"Kobe, Japan - Mobile Graphics and Interactive Applications",820000
3844,"Salamanca, Spain - Special Sessions",4410000
3845,"Kobe, Japan - Haptic Media And Contents Design",284000
3846,"Hollywood, Florida, USA",78900000
3847,"Kobe, Japan - Emerging Technologies",1430000
3848,"Kobe, Japan - Symposium on Education",653000
3849,"Kobe, Japan - Head-Up Displays and their Applications",2430000
3850,"Kobe, Japan - Courses",147000000
3851,"Kobe, Japan - Technical Briefs",13000000
3852,"Kobe, Japan - Art Papers",1670000
3853,"Los Angeles, CA, USA - Art Papers",177000000
3854,"Istanbul, Turkey / Buenos Aires, Argentina",23100000
3855,"Nanjing,China",46300000
3856,"Nottingham, United Kingdom - Adjunct Proceedings",240000
3857,"Bellevue, WA, USA - Workshop on GeoStreaming",48500
3858,"Melbourne, Victoria, Australia - PhD Symposium",7750000
3859,"St. Petersburg, FL, USA",250000000
3860,"Sunnyvale, CA, USA",34900000
3861,"Montreal, QC, Canada - Workshops",18700000
3862,"Belo Horizonte, Minas Gerais, Brazil",28700000
3863,"Petrópolis, Rio de Janeiro, Brazil",8070000
3864,"Helsinki, Finland - Volume 1",44600000
3865,"Helsinki, Finland - Volume 2",37900000
3866,"Helsinki, Finland - Volume 3",33400000
3867,"Florianópolis, Brazil - Workshops",1450000
3868,"Goyang, South Korea",5020000
3869,"Parramatta, NSW, Australia",24200000
3870,"Banff, AL, Canada",20600000
3871,"Tartu, Estonia - Workshops",553000
3872,"Charlotte, NC, USA - Adjunct Volume",490000
3873,"Cairo, Egypt - Volume 2",30500000
3874,"Cairo, Egypt - Volume 1",33700000
3875,"Dresden, Germany - Workshops",35400000
3876,"Caen, France - Articles courts",9210000
3877,"Caen, France - Invited Papers",1180000
3878,"Beijing, China - Short Papers",38500000
3879,"Gwangju, South Korea - Workshops",203000
3880,"Gandhinagar, India - Workshops",407000
3881,"Valencia, Catalonia, Spain",30100000
3882,"Ischia Island, Italy",6870000
3883,"Zurich, Switzerland - Short Papers",39500000
3884,"Zurich, Switzerland - Posters",1830000
3885,"Guzelyurt, Northern Cyprus",110000
3886,"Turin,Italy",74300000
3887,"Suva, Fiji",8170000
3888,"Suva, Fiji - Short Papers",672000
3889,"Beijing, China - Shared Task",22700000
3890,"Vienna, Austria - Posters & Demos",34500000
3891,"Zurich, Switzerland - Tutorials",644000
3892,"Hamburg,Germany",354000000
3893,"Kowloon, Hong Kong",27600000
3894,"Playa Vista, CA, USA",49600000
3895,"Orlando, Florida, USA - SeriousGames",227000
3896,"Orlando, Florida, USA - SAM",31600000
3897,"Orlando, Florida, USA - WISMM",85300
3898,"Orlando, Florida, USA - WCPR",119000
3899,"Displaying, Processing, Hardcopy, and Applications 2014",1500000
3900,"Berlin, Germany / Seattle, WA, USA",23300000
3901,"Orlando, Florida, USA - MAED",313000
3902,"London,United Kingdom",2290000000
3903,"Boston, MA, USA - STIA",865000
3904,"Orlando, Florida, USA - ImmersiveMe",4170000
3905,"Richardson, TX, USA",46000000
3906,"Wailea, Maui, HI, USA",994000
3907,"Trento, Italy / MIS4TEL 2014",2930
3908,"New York City, USA - BigMine Workshop",99200
3909,"Portsmouth, New Hampshire, USA",28100000
3910,"Yekaterinburg, Russia - Supplementary Proceedings",109000
3911,"Yekaterinburg, Russia",10600000
3912,"Vienna, Austria - Selected Papers",40400000
3913," Berkeley, CA, USA - Workshops",32400000
3914,"London, UK - Workshops",169000000
3915,"Saint Paul, MN, USA / TADA 2013",724000
3916,"Nara, Japan - Workshops",7370000
3917,"Stockholm, Sweden - Workshops",6110000
3918,"Angers, Loire Valley, France",1230000
3919," Goa, India",208000000
3920,"Santiago, Chile - Doctoral Consortium / Late-breaking Results / Workshops",134000
3921,"Bremen, Germany - Posters and Demos",14800000
3922,"Gammarth, La Marsa, Tunisia",817000
3923,"Hyderabad, India - Companion",11400000
3924,"Amritapuri, India",395000
3925,"Marseille, France - RECITAL Student Research Workshop",3400000
3926,"Taormina, Italy / Vienna, Austria",2680000
3927,"Snowbird, Utah, USA - PhD Symposium",92700
3928,"Zurich, Switzerland - Volume 2",35900000
3929,"Zurich, Switzerland - Volume 3",41700000
3930,"Zurich, Switzerland - Volume 4",39000000
3931,"Zurich, Switzerland - Volume 5",30700000
3932,"Zurich, Switzerland - Volume 7",22900000
3933,"Zurich, Switzerland - Volume 1",38200000
3934,"Dallas/Fort Worth, Texas, USA",110000000
3935,"Zurich, Switzerland - Volume 6",32800000
3936,"Foz do Iguaçu, Brazil - Companion",186000
3937,"Foz do Iguaçu, Brazil",6130000
3938,"Lübeck, Germany - Workshops",13500000
3939,"Vancouver, Canada - Art Gallery",False
3940,"Vancouver, Canada - Courses",63600000
3941,"Vancouver, Canada - Emerging Technologies",25900000
3942,"Vancouver, Canada - Computer Animation Festival",9340000
3943,"Vancouver, Canada - Panels",11300000
3944,"Vancouver, Canada - Studio",61000000
3945,"Tallinn, Estonia - Workshops",7210000
3946,"Athens, Greece - Workshop",14000000
3947,"Belfast, United Kingdom",104000000
3948,"Jeju, South Korea - Volume 2",691000
3949,"Jeju, South Korea - Volume 1",3760000
3950,"Dallas, Texas, USA - Workshop on GeoStreaming",79000
3951,"Takayama, Japan",12000000
3952,"Fuzhou, Fu Jian, China",6680000
3953,"Birmingham, AL, USA",191000000
3954,"Christ Church, Barbados",9860000
3955,"Christ Church, Barbados - Workshops",7620000
3956,"South Lake Tahoe, NV, USA",13900000
3957,"Sydney, NSW, Australia - Companion Volume",1920000
3958,"Strasbourg, France - Posters",19600000
3959,"Strasbourg, France - Short Papers",11300000
3960,"Québec City, Québec, Canada",542000000
3961,"Strasbourg, France - Education Papers",8350000
3962,"Strasbourg, France - State of the Art Reports",8480000
3963,"Leipzig, Germany - Posters & Demos",23900000
3964,"Strasbourg, France - Tutorials",19400000
3965,"Richmond, BC, Canada",94200000
3966,"Angers, Loire Valley, France - Volume 1",8520000
3967,"Lipari Island, Sicily, Italy",559000
3968,"Angers, Loire Valley, France - Volume 2",6050000
3969,"Angers, France - Revised Selected Papers",481000
3970,"Vancouver, BC, Canada - Companion Publication",2680000
3971,"Funchal, Madeira, Portugal - Workshops",5660000
3972,"Santiago de Chile, Chile",408000000
3973,"Rome, Italy - Workshops",96600000
3974,"Toulouse, France / Barcelona, Spain",28200000
3975,"Tokyo, Japan - Volume 2",174000000
3976,"Seoul, Korea - LDOW Workshop",173000000
3977,"Seoul, Korea - Companion Volume",958000
3978," Edinburgh, UK",186000000
3979," Toronto, Canada",593000000
3980," Gdansk, Poland",43100000
3981,"Salt Lake City, Utah, USA",58000000
3982,"Washington, D.C.",1650000000
3983,"Philadelphia, Pennsylvania, USA",340000000
3984,"Amsterdam, The Netherlands",512000000
3985,"Cambridge, MA, USA",501000000
3986,"Ithaca, NY, USA",57900000
3987," Brussels, Belgium",259000000
3988,"Tucson, AZ, USA",75000000
3989," Turku, Finland",50300000
3990,"Raleigh, North Carolina",179000000
3991,"San Jose, California, USA",1580000000
3992,Bonn,120000000
3993,"Augsburg, Germany",51400000
3994,"St. Andrews, NB, Canada",11100000
3995,"San Diego, California, USA",700000000
3996,"Syracuse, NY, USA",98800000
3997," Boulder, Colorado, USA",189000000
3998,"Toronto, Canada",593000000
3999," Tokyo, Japan",1250000000
4000,"Providence, Rhode Island, USA",25000000
4001,"Gothenburg, Sweden",56000000
4002,"Darmstadt, Germany",68100000
4003," Washington, DC, USA",1910000000
4004,"Seattle, Washington, USA",450000000
4005," West Lafayette, Indiana, USA",47900000
4006," Toulouse, France",183000000
4007,Göttingen,90600000
4008,"Kansas City, MO, USA",503000000
4009,"Niagara Falls, New York, USA",37100000
4010,"München, Germany",325000000
4011,"Rochester, New York, USA",161000000
4012,"Haifa, Israel",34400000
4013," West Berlin, Germany",304000000
4014,"West Berlin, Germany",304000000
4015,"Bad Honnef, Germany, 1978",483000
4016," Udine, Italy",27100000
4017,"Atlanta, GA, USA",553000000
4018,"Santa Monica, CA, USA",153000000
4019,"Evanston, Illinois, USA",13600000
4020,"Blue Mountain Lake, NY, USA",78000000
4021," San Francisco, CA",1480000000
4022,"Tucson, Arizona, USA",139000000
4023," San Diego, California, USA",700000000
4024,"Venice, Italy",256000000
4025,"Austin, Texas",718000000
4026," Zakopane, Poland",19700000
4027, Jerusalem,312000000
4028,"Kyoto, Japan",138000000
4029,"Miami Beach, FL, USA",247000000
4030,"Wendisch-Rietz, Germany",730000
4031,Tutzing,2180000
4032," Olomouc, Czechoslovakia",307000
4033,"San Antonio, Texas, USA",837000000
4034,"Marseille, France",264000000
4035,"Boston, Massachusetts",1140000000
4036,"Copenhagen, Denmark",181000000
4037,Kaiserslautern,32100000
4038," Atlanta, Georgia, USA",764000000
4039,Berlin,1110000000
4040,"Washington, D. C., USA",1750000000
4041,"Orlando, Florida, USA",348000000
4042," Graz, Austria",70900000
4043," Rio de Janeiro, Brazil",346000000
4044,"Tokyo, Japan",1250000000
4045,"Vienna, Austria",252000000
4046," Pacific Grove, California, USA",28400000
4047,"San Juan, Puerto Rico",197000000
4048,"Aachen, Germany",71000000
4049,"Hershey, Pennslylvania, USA",16200000
4050," Los Angeles, California, USA",1670000000
4051," Dallas, TX, USA",564000000
4052,"Los Angeles, CA, USA",1550000000
4053,"Geneva, Switzerland",215000000
4054,"New York City, USA",2730000000
4055,"Anaheim, California, USA",82000000
4056," Stanford University, CA",147000000
4057,"Nashville, Tennessee, USA",255000000
4058,"Tokyo, Japan & Melbourne, Australia",53800000
4059,"Bad Honnef, Germany",5290000
4060,"Saarbrücken, Germany",45800000
4061,"Pacific Grove, CA, USA",29800000
4062,"Heidelberg, Germany",138000000
4063,"Paris, France",2690000000
4064,"Chicago, Illinois, USA",1210000000
4065,"Detroit, Michigan, USA",378000000
4066,"Munich, Germany",444000000
4067,"Cambridge, Massachusetts, USA",161000000
4068,"Princeton, New Jersey, USA",115000000
4069,"Ney York, NY, USA",2050000000
4070,"Atlantic City, NJ, USA",68300000
4071,"Ann Arbor, Michigan, USA",206000000
4072,"San Francisco, CA, USA",1610000000
4073,"Berkeley, California, USA",201000000
4074,"New Orleans, Louisiana, USA",397000000
4075,"Boston, Massachusetts, USA",1010000000
4076,"Anaheim, CA, USA",69000000
4077,"Grenoble, France",123000000
4078,"Austin, Texas, USA",672000000
4079,"Los Angeles, California, USA",1670000000
4080,"Edinburgh, UK",186000000
4081,"Washington, DC, USA",1910000000
4082,"Boston, MA, USA",879000000
4083,"Waterloo, Ontario, Canada",133000000
4084,"Stockholm, Sweden",438000000
4085,"Vas Vegas, Nevada, USA",345000000
4086,"Princeton, NJ, USA",65800000
4087," Miami Beach, Florida, USA",479000000
4088," Marina del Rey, CA, USA",49800000
4089,"San Francisco, California, USA",1580000000
4090,"Erlangen, Germany",54100000
4091," Northampton, Massachusetts, USA",20100000
4092,"Santa Monica, California, USA",147000000
4093,"Houston, Texas",764000000
4094,"Houston, Texas, USA",706000000
4095,"Ljubljana, Yugoslavia, Volume 2",547000
4096,"Ljubljana, Yugoslavia, Volume 1",547000
4097,"Atlantic City, New Jersey, USA",102000000
4098,"London, UK",2590000000
4099," Palo Alto, California, USA",141000000
4100," College Park, Maryland, USA",569000000
4101,"San Diego, California",858000000
4102,"Denver, Colorado",374000000
4103," Denver, Colorado, USA",310000000
4104,"Novosibirsk, Russia",35000000
4105," Paris, France",2690000000
4106,"College Park, Maryland, USA",569000000
4107,"Yorktown Heights, NY, USA",983000
4108,"Urbana-Champaign, Illinois, USA",40200000
4109,"College Park, MD, USA",358000000
4110,"Dallas, Texas, USA",613000000
4111,"Atlanta, Georgia, USA",764000000
4112,"Rome, Italy",563000000
4113,"Bonn, Germany",126000000
4114," Austin, Texas, USA",672000000
4115,"Portland, Oregon, USA",False
4116,"Pisa, Italy",109000000
4117," Gaithersburg, Maryland, USA",23600000
4118," Yorktown Heights, New York, USA",2060000
4119,"Karlsruhe, Germany",86200000
4120,"Hamburg, Germany",354000000
4121,"Boulder, Colorado, USA",189000000
4122," Saarbrücken, Germany",45800000
4123,"Denver, Colorado, USA",310000000
4124," Seattle, Washington, USA",450000000
4125," Kiel, Germany",52300000
4126,"Braunschweig, Germany",48000000
4127,"Palo Alto, California, USA",141000000
4128,"San Diego, CA, USA",808000000
4129," Ann Arbor, Michigan",199000000
4130,"Rocquencourt, France",1280000
4131,"Palo Alto, California, USA - Supplement",9480000
4132,"Novosibirsk, USSR",1420000
4133," Albuquerque, New Mexico, USA",75300000
4134,"Nice, France",1670000000
4135," San Francisco, California, USA",1580000000
4136,"Dallas, TX, USA",564000000
4137,"Cherry Hill, NJ, USA",60700000
4138,"Berlin, Germany",1230000000
4139,"Minneapolis, Minnesota, USA",852000000
4140,"Kaiserslautern, Germany",33600000
4141,"Tbilisi, Georgia, USSR",640000
4142,"San Jose, California",521000000
4143,Karlsruhe,119000000
4144,Aachen,80100000
4145," Hershey, Pennsylvania, USA",16200000
4146,"Gaithersburg, MD, USA",21300000
4147," Atlanta, GA, USA",553000000
4148,"Memphis, Tennessee, USA",200000000
4149,"Morelia, Michoacán, Mexico",36400000
4150,"Aalborg, Denmark - Workshops",864000
4151,"Maribor, Slovenia - CHI-KDD",22900
4152," Houston, TX,USA",619000000
4153,"Reykjavík, Iceland - Selected Papers",676000
4154,"Guelph, Canada",32700000
4155,"Frauenwörth, Lake Chiemsee, Germany",9960
4156,"Ajaccio, Corse, France",18500000
4157,"Anaheim, CA, USA - Courses",48000000
4158,"Stellenbosch, South Africa - Short Papers",4230000
4159,"San Francisco, CA, USA - Selected Papers",145000000
4160,"Eindhoven, Netherlands",65800000
4161,Abu Dhabi,116000000
4162,"Hobart, Australia",63900000
4163,"Barcelona,Spain",781000000
4164,"Aachen, Germany - Workshops",47700000
4165,"Barcelona, Spain - HP-MOSys",109000
4166,"Arequipa, Peru - Tutorials",1160000
4167,"Turin, Italy - Workshops",12700000
4168,"Scarborough, UK",51200000
4169,"Fremantle, WA, Australia",14500000
4170,"Budapest, Hungary - Workshops",21300000
4171," Burlingame,California, USA",14000000
4172,"Trento, Italy (in conjuction with VLDB 2013)",20000
4173,"Long Beach, CA, California, USA",402000000
4174,"Xi'an, China / San José, CA, USA",25800000
4175,"Sydney, NSW, Australia - Ontology Matching",531000
4176,"Beidaihe, China",643000
4177,"Beidaihe, China - Workshops",140000
4178,"Cordoba, Argentina",303000000
4179,"Stockholm, Sweden,",369000000
4180,"Brisbane, Australia - Workshops",12600000
4181,"Cambridge, MA, USA - Workshops",157000000
4182,"Sydney, NSW, Australia - Doctoral Consortium",699000
4183,"Sofia, Bulgari",14100000
4184,"Hong Kong, China - Technical Briefs",164000000
4185,"Philadelphia, PA, USA - Workshops",49200000
4186,"Lincoln, NE, USA",96300000
4187,"Toulouse, France - Best of Volume",77100000
4188,"Greenville, NC, USA",85900000
4189,"Niagara, ON, Canada",104000000
4190,"Istanbul, Turkey - Selected Papers",13900000
4191,"Temuco, Cautin, Chile",830000
4192,"Egham, UK - DPM/SETOP",167000
4193,"University of Michigan, Ann Arbor, MI, USA",38500000
4194,"Naples, Italy - Workshops",15000000
4195," Hong Kong, China - Posters",67300000
4196,"Hong Kong, China - Symposium on Mobile Graphics and Interactive Applications",5260000
4197,"Hong Kong, China - Computer Animation Festival",29200000
4198,"Hong Kong, China - Emerging Technologies",137000000
4199,"Hong Kong, China - Courses",1400000000
4200,"Anaheim, CA, USA - Art Gallery",3230000
4201,"Olomouc, Czech Republic",9310000
4202,"Neuchâtel, Suisse",17800000
4203,"Gold Coast, Australia / Beijing, China",27200000
4204,"Saint Paul, MN, USA / Dunedin, New Zealand",602000
4205,"Gold Cost, Qld, Australia",101000000
4206,"Lisbon, Portugal - Selected Papers",3570000
4207,"Orlando, Florida, USA - GeoMM",9
4208,"Cartagena, Colombia",108000000
4209," Galway, Ireland",56800000
4210,"Gold Coast, QLD, Australia",101000000
4211,"Orlando, Florida, USA - CrowdMM",89300
4212,"Orlando, Florida, USA - EMASC",330000
4213,"Seoul, South Korea - Short Papers",19200000
4214," Montreal, QC, Canada",383000000
4215,"Lublin, Poland",44000000
4216,"Orlando, Florida, USA - HuEvent",87200
4217,"Sydney, Australia - Student Workshop",42100000
4218,"Orlando, Florida, USA - PIVP",14500000
4219,"Grenoble, France (Part of ETAPS 2014)",1310000
4220,"Broomfield, CO, USA - TRIOS",270000
4221,"Broomfield, CO, USA",4420000
4222,"Broomfield, CO, USA - INFLOW",44100
4223,"Bordeaux, France - Posters & Demos",21900000
4224,"Bordeaux, France - Industry Track",4770000
4225,"Bretton Woods, New Hampshire, USA - PhD Forum",214000
4226,"Bretton Woods, NH, USA",544000
4227,"Bretton Woods, New Hampshire, USA",491000
4228,"Spokane, Washington, USA",43200000
4229,"Kunming, Yunnan, China",6840000
4230,"College Station, TX, USA",276000000
4231,"Baltimore, Maryland, USA - Shared Task",13900000
